tag	module	module_label	model	model_label	sub_model	sub_model_label	key_workflow	feature	detail	fields_ready
Base Odoo	hr_skills	Skills Management	hr.employee.skill.report	Employee Skills Report	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	company_id(Many2one), department_id(Many2one), employee_id(Many2one)
Base Odoo	hr_skills	Skills Management	hr.resume.line	Resume line of an employee	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	date_start(Date), employee_id(Many2one), name(Char)
Base Odoo	hr_skills	Skills Management	hr.resume.line.type	Type of a resume line	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	name(Char)
Base Odoo	hr_skills	Skills Management	hr.skill	Skill	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	name(Char), skill_type_id(Many2one)
Base Odoo	hr_skills	Skills Management	hr.skill.level	Skill Level	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	name(Char)
Base Odoo	hr_skills	Skills Management	hr.skill.type	Skill Type	hr.skill ; hr.skill.level	Skill ; Skill Level	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	name(Char)
Base Odoo	hr_skills	Skills Management	report.hr_skills.report_employee_cv	Employee Resume	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	-
Base Odoo	hr_skills	Skills Management	res.users	User	auth_totp.device ; hr.employee ; hr.employee.skill ; hr.resume.line ; library.borrowing ; library.reservation ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; res.device ; res.partner ; res.partner.bank ; res.users ; res.users.apikeys ; res.users.log ; res.users.settings ; resource.resource	Authentication Device ; Employee ; Skill level for an employee ; Resume line of an employee ; library.borrowing ; library.reservation ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Devices ; Contact ; Bank Accounts ; User ; Users API Keys ; Users Log ; User Settings ; Resources	state: new, active | actions: action_open_employees	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	company_id(Many2one), department_id(Many2one), employee_id(Many2one), login(Char), name(Char), notification_type(Selection), partner_id(Many2one), state(Selection)
Base Odoo	hr_skills	Skills Management	resource.resource	Resources	hr.employee ; hr.employee.skill	Employee ; Skill level for an employee	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_skills	company_id(Many2one), department_id(Many2one), employee_id(One2many), name(Char), resource_type(Selection), time_efficiency(Float), tz(Selection)
Base Odoo	hr_work_entry	Work Entries	hr.employee	Employee	hr.appraisal ; hr.attendance ; hr.attendance.overtime ; hr.candidate ; hr.contract ; hr.employee ; hr.employee.skill ; hr.payslip ; hr.resume.line ; hr.vn.asset ; hr.vn.decision ; hr.vn.dependent ; hr.vn.si.record ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; sht.hr.employee.document ; sht.hr.health.record ; sht.hr.rd ; sht.hr.training	Employee Appraisal ; Attendance ; Attendance Overtime ; Candidate ; Employee Contract ; Employee ; Skill level for an employee ; Pay Slip ; Resume line of an employee ; Tài sản ; Quyết định nhân sự ; Người phụ thuộc ; Hồ sơ bảo hiểm xã hội ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Employee Document ; Hồ sơ khám sức khoẻ nhân viên ; Reward & Discipline Record ; Employee Training Record	actions: action_open_assets, action_open_contract, action_open_decisions, action_open_discipline_records, action_open_employee_documents, action_open_goals, action_open_health_records, action_open_last_appraisal, action_open_last_month_attendances, action_open_last_month_overtime	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry	company_id(Many2one), contract_id(Many2one), department_id(Many2one), distance_home_work_unit(Selection), employee_type(Selection), job_id(Many2one), marital(Selection), name(Char), resource_id(Many2one)
Base Odoo	hr_work_entry	Work Entries	hr.user.work.entry.employee	Work Entries Employees	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry	employee_id(Many2one), user_id(Many2one)
Base Odoo	hr_work_entry	Work Entries	hr.work.entry	HR Work Entry	-	-	state: draft, validated, conflict, cancelled | actions: action_approve_leave, action_refuse_leave	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry	company_id(Many2one), contract_id(Many2one), date_start(Datetime), department_id(Many2one), employee_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_work_entry	Work Entries	hr.work.entry.type	HR Work Entry Type	hr.leave.type	Time Off Type	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry	code(Char), name(Char), round_days(Selection), round_days_type(Selection)
Base Odoo	hr_work_entry	Work Entries	resource.calendar.attendance	Work Detail	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry	calendar_id(Many2one), date_from(Date), date_to(Date), day_period(Selection), dayofweek(Selection), hour_from(Float), hour_to(Float), name(Char)
Base Odoo	hr_work_entry	Work Entries	resource.calendar.leaves	Resource Time Off Detail	-	-	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry	company_id(Many2one), date_from(Datetime), date_to(Datetime), name(Char)
Base Odoo	hr_work_entry_contract	Work Entries - Contract	hr.contract	Employee Contract	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	state: draft, open, close, cancel | actions: action_open_contract_list, action_open_payslips, action_open_salary_attachments	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract	company_id(Many2one), date_generated_from(Datetime), date_generated_to(Datetime), date_start(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection), wage(Monetary), work_entry_source(Selection)
Base Odoo	hr_work_entry_contract	Work Entries - Contract	hr.employee	Employee	hr.appraisal ; hr.attendance ; hr.attendance.overtime ; hr.candidate ; hr.contract ; hr.employee ; hr.employee.skill ; hr.payslip ; hr.resume.line ; hr.vn.asset ; hr.vn.decision ; hr.vn.dependent ; hr.vn.si.record ; mail.activity ; mail.followers ; mail.message ; maintenance.equipment ; sht.hr.employee.document ; sht.hr.health.record ; sht.hr.rd ; sht.hr.training	Employee Appraisal ; Attendance ; Attendance Overtime ; Candidate ; Employee Contract ; Employee ; Skill level for an employee ; Pay Slip ; Resume line of an employee ; Tài sản ; Quyết định nhân sự ; Người phụ thuộc ; Hồ sơ bảo hiểm xã hội ; Activity ; Document Followers ; Message ; Maintenance Equipment ; Employee Document ; Hồ sơ khám sức khoẻ nhân viên ; Reward & Discipline Record ; Employee Training Record	actions: action_open_assets, action_open_contract, action_open_decisions, action_open_discipline_records, action_open_employee_documents, action_open_goals, action_open_health_records, action_open_last_appraisal, action_open_last_month_attendances, action_open_last_month_overtime	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract	company_id(Many2one), contract_id(Many2one), department_id(Many2one), distance_home_work_unit(Selection), employee_type(Selection), job_id(Many2one), marital(Selection), name(Char), resource_id(Many2one)
Base Odoo	hr_work_entry_contract	Work Entries - Contract	hr.work.entry	HR Work Entry	-	-	state: draft, validated, conflict, cancelled | actions: action_approve_leave, action_refuse_leave	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract	company_id(Many2one), contract_id(Many2one), date_start(Datetime), department_id(Many2one), employee_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_work_entry_contract	Work Entries - Contract	hr.work.entry.regeneration.wizard	Regenerate Employee Work Entries	-	-	actions: regenerate_work_entries	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract	date_from(Date), date_to(Date), employee_ids(Many2many)
Base Odoo	hr_work_entry_contract	Work Entries - Contract	hr.work.entry.type	HR Work Entry Type	hr.leave.type	Time Off Type	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract	code(Char), name(Char), round_days(Selection), round_days_type(Selection)
Base Odoo	hr_work_entry_contract	Work Entries - Contract	resource.calendar	Resource Working Time	resource.calendar.attendance ; resource.calendar.leaves	Work Detail ; Resource Time Off Detail	actions: action_open_contracts, switch_calendar_type	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract	company_id(Many2one), name(Char), tz(Selection)
Base Odoo	hr_work_entry_contract_attendance	Work Entries - Attendance	hr.attendance	Attendance	mail.followers ; mail.message	Document Followers ; Message	actions: action_approve_overtime, action_in_attendance_maps, action_out_attendance_maps, action_refuse_overtime	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract_attendance	check_in(Datetime), department_id(Many2one), employee_id(Many2one)
Base Odoo	hr_work_entry_contract_attendance	Work Entries - Attendance	hr.contract	Employee Contract	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	state: draft, open, close, cancel | actions: action_open_contract_list, action_open_payslips, action_open_salary_attachments	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract_attendance	company_id(Many2one), date_generated_from(Datetime), date_generated_to(Datetime), date_start(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection), wage(Monetary), work_entry_source(Selection)
Base Odoo	hr_work_entry_contract_attendance	Work Entries - Attendance	hr.work.entry	HR Work Entry	-	-	state: draft, validated, conflict, cancelled | actions: action_approve_leave, action_refuse_leave	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract_attendance	company_id(Many2one), contract_id(Many2one), date_start(Datetime), department_id(Many2one), employee_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_work_entry_contract_attendance	Work Entries - Attendance	hr.work.entry.regeneration.wizard	Regenerate Employee Work Entries	-	-	actions: regenerate_work_entries	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract_attendance	date_from(Date), date_to(Date), employee_ids(Many2many)
Base Odoo	hr_work_entry_contract_planning	Work Entries - Planning	hr.contract	Employee Contract	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	state: draft, open, close, cancel | actions: action_open_contract_list, action_open_payslips, action_open_salary_attachments	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract_planning	company_id(Many2one), date_generated_from(Datetime), date_generated_to(Datetime), date_start(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection), wage(Monetary), work_entry_source(Selection)
Base Odoo	hr_work_entry_contract_planning	Work Entries - Planning	hr.work.entry	HR Work Entry	-	-	state: draft, validated, conflict, cancelled | actions: action_approve_leave, action_refuse_leave	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract_planning	company_id(Many2one), contract_id(Many2one), date_start(Datetime), department_id(Many2one), employee_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_work_entry_contract_planning	Work Entries - Planning	hr.work.entry.regeneration.wizard	Regenerate Employee Work Entries	-	-	actions: regenerate_work_entries	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract_planning	date_from(Date), date_to(Date), employee_ids(Many2many)
Base Odoo	hr_work_entry_contract_planning	Work Entries - Planning	planning.slot	Planning Shift	hr.employee.skill	Skill level for an employee	state: draft, published | actions: action_self_unassign	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract_planning	access_token(Char), company_id(Many2one), department_id(Many2one), employee_id(Many2one), end_datetime(Datetime), name(Text), repeat_unit(Selection), start_datetime(Datetime), state(Selection)
Base Odoo	hr_work_entry_contract_planning_attendance	Attendances - Planning	hr.contract	Employee Contract	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	state: draft, open, close, cancel | actions: action_open_contract_list, action_open_payslips, action_open_salary_attachments	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_contract_planning_attendance	company_id(Many2one), date_generated_from(Datetime), date_generated_to(Datetime), date_start(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection), wage(Monetary), work_entry_source(Selection)
Base Odoo	hr_work_entry_holidays	Time Off in Payslips	hr.contract	Employee Contract	mail.activity ; mail.followers ; mail.message	Activity ; Document Followers ; Message	state: draft, open, close, cancel | actions: action_open_contract_list, action_open_payslips, action_open_salary_attachments	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_holidays	company_id(Many2one), date_generated_from(Datetime), date_generated_to(Datetime), date_start(Date), department_id(Many2one), employee_id(Many2one), job_id(Many2one), name(Char), state(Selection), wage(Monetary), work_entry_source(Selection)
Base Odoo	hr_work_entry_holidays	Time Off in Payslips	hr.leave	Time Off	ir.attachment ; mail.activity ; mail.followers ; mail.message	Attachment ; Activity ; Document Followers ; Message	state: confirm, refuse, validate1, validate, cancel | actions: action_approve, action_cancel, action_refuse, action_report_to_next_month, action_reset_confirm, action_validate	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_holidays	company_id(Many2one), date_from(Datetime), date_to(Datetime), department_id(Many2one), employee_id(Many2one), holiday_status_id(Many2one), name(Char), payslip_state(Selection), state(Selection)
Base Odoo	hr_work_entry_holidays	Time Off in Payslips	hr.leave.type	Time Off Type	hr.leave.accrual.plan	Accrual Plan	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_holidays	company_id(Many2one), employee_requests(Selection), name(Char), request_unit(Selection), requires_allocation(Selection)
Base Odoo	hr_work_entry_holidays	Time Off in Payslips	hr.work.entry	HR Work Entry	-	-	state: draft, validated, conflict, cancelled | actions: action_approve_leave, action_refuse_leave	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_holidays	company_id(Many2one), contract_id(Many2one), date_start(Datetime), department_id(Many2one), employee_id(Many2one), name(Char), state(Selection)
Base Odoo	hr_work_entry_holidays	Time Off in Payslips	hr.work.entry.type	HR Work Entry Type	hr.leave.type	Time Off Type	-	Năng lực chuẩn của phân hệ Odoo	Model chuẩn thuộc module hr_work_entry_holidays	code(Char), name(Char), round_days(Selection), round_days_type(Selection)
Customization	hr_asset_vn	Quản lý Tài sản Nhân sự	hr.employee	Employee	hr.vn.asset	Tài sản	actions: action_open_assets	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_asset_vn	-
Customization	hr_asset_vn	Quản lý Tài sản Nhân sự	hr.vn.asset	Tài sản	hr.vn.asset.allocation ; hr.vn.asset.disposal ; hr.vn.asset.maintenance	Cấp phát / Thu hồi tài sản ; Biên bản đề xuất thanh lý tài sản ; Yêu cầu bảo trì tài sản	actions: action_allocate, action_available, action_dispose, action_maintenance, action_maintenance_request, action_return, action_view_disposals, action_view_maintenances	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_asset_vn	category_id(Many2one), name(Char), company_id(Many2one), state(Selection)
Customization	hr_asset_vn	Quản lý Tài sản Nhân sự	hr.vn.asset.allocation	Cấp phát / Thu hồi tài sản	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_asset_vn	allocation_type(Selection), asset_id(Many2one), date(Date), employee_id(Many2one), department_id(Many2one)
Customization	hr_asset_vn	Quản lý Tài sản Nhân sự	hr.vn.asset.category	Danh mục tài sản	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_asset_vn	name(Char), company_id(Many2one)
Customization	hr_asset_vn	Quản lý Tài sản Nhân sự	hr.vn.asset.disposal	Biên bản đề xuất thanh lý tài sản	-	-	actions: action_approve, action_confirm_disposal, action_dispose, action_done, action_reject, action_reset_draft, action_submit	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_asset_vn	asset_id(Many2one), date(Date), disposal_reason(Selection), name(Char), proposed_by_id(Many2one), company_id(Many2one), state(Selection)
Customization	hr_asset_vn	Quản lý Tài sản Nhân sự	hr.vn.asset.disposal.reject	Wizard từ chối biên bản thanh lý	-	-	actions: action_confirm_reject	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_asset_vn	disposal_id(Many2one), rejection_reason(Text)
Customization	hr_asset_vn	Quản lý Tài sản Nhân sự	hr.vn.asset.maintenance	Yêu cầu bảo trì tài sản	-	-	actions: action_approve, action_cancel, action_done, action_reject, action_reset_draft, action_start, action_submit	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_asset_vn	asset_id(Many2one), date(Date), maintenance_type(Selection), name(Char), requested_by_id(Many2one), company_id(Many2one), state(Selection)
Customization	hr_attendance_vn	Chấm công ca làm việc	hr.attendance	Attendance	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_attendance_vn	-
Customization	hr_attendance_vn	Chấm công ca làm việc	hr.payslip	Pay Slip	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_attendance_vn	-
Customization	hr_decision_vn	Quản lý Quyết định Nhân sự	hr.employee	Employee	hr.vn.decision	Quyết định nhân sự	actions: action_open_decisions	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_decision_vn	-
Customization	hr_decision_vn	Quản lý Quyết định Nhân sự	hr.vn.decision	Quyết định nhân sự	-	-	state: cancelled, confirmed, done, draft | actions: action_apply, action_cancel, action_confirm, action_done, action_draft	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_decision_vn	decision_type(Selection), effective_date(Date), employee_id(Many2one), company_id(Many2one), department_id(Many2one), job_id(Many2one), name(Char), state(Selection)
Customization	hr_digital_sign_vn	Ký số Nhân sự	hr.sign.request	Yêu cầu ký số	hr.sign.signer	hr.sign.signer	actions: action_cancel, action_draft, action_send	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_digital_sign_vn	document_file(Binary), document_type(Selection), company_id(Many2one), department_id(Many2one), employee_id(Many2one), name(Char), state(Selection)
Customization	hr_digital_sign_vn	Ký số Nhân sự	hr.sign.signer	Người ký	-	-	actions: action_refuse, action_sign	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_digital_sign_vn	request_id(Many2one), signer_id(Many2one), state(Selection)
Customization	hr_digital_sign_vn	Ký số Nhân sự	hr.sign.template	Mẫu chữ ký	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_digital_sign_vn	name(Char), company_id(Many2one), job_id(Many2one)
Customization	hr_kpi_okr	KPI / OKR	hr.kpi.assignment	Phân công KPI cá nhân	hr.kpi.assignment.line	hr.kpi.assignment.line	actions: action_done, action_draft, action_evaluate, action_submit	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_kpi_okr	employee_id(Many2one), period_id(Many2one), company_id(Many2one), department_id(Many2one), state(Selection)
Customization	hr_kpi_okr	KPI / OKR	hr.kpi.assignment.line	Dòng KPI chi tiết	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_kpi_okr	assignment_id(Many2one), criteria_id(Many2one)
Customization	hr_kpi_okr	KPI / OKR	hr.kpi.criteria	Tiêu chí KPI	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_kpi_okr	category(Selection), name(Char), company_id(Many2one)
Customization	hr_kpi_okr	KPI / OKR	hr.kpi.period	Kỳ đánh giá KPI	hr.kpi.assignment	hr.kpi.assignment	actions: action_complete, action_draft, action_generate_assignments, action_start	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_kpi_okr	date_from(Date), date_to(Date), period_type(Selection), company_id(Many2one), name(Char), state(Selection)
Customization	hr_kpi_okr	KPI / OKR	hr.kpi.template	Mẫu KPI	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_kpi_okr	name(Char), company_id(Many2one), department_id(Many2one), job_id(Many2one)
Customization	hr_kpi_okr	KPI / OKR	hr.okr.key.result	OKR Key Result	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_kpi_okr	name(Char), objective_id(Many2one), state(Selection)
Customization	hr_kpi_okr	KPI / OKR	hr.okr.objective	OKR Objective	hr.okr.key.result ; hr.okr.objective	hr.okr.key.result ; hr.okr.objective	actions: action_activate, action_cancel, action_done, action_draft	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_kpi_okr	name(Char), owner_id(Many2one), company_id(Many2one), state(Selection)
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.contract	Employee Contract	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	-
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.employee	Employee	hr.vn.dependent	Người phụ thuộc	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	-
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.payroll.structure	Salary Structure	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	-
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.payslip	Pay Slip	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	-
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.payslip.run	Payslip Batches	-	-	actions: action_approve, action_compute, action_mark_paid, action_open_bank_export, action_reset_draft, action_verify	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	-
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.vn.allowance.config	Cấu hình phụ cấp (chịu thuế và không chịu thuế)	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	allowance_type(Selection), year(Integer), company_id(Many2one)
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.vn.bank.export	Xuất file ngân hàng	-	-	actions: action_export	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	bank_format(Selection), payslip_run_id(Many2one)
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.vn.dependent	Người phụ thuộc	-	-	actions: action_approve, action_expire, action_reset_pending	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	employee_id(Many2one), name(Char), relationship(Selection), company_id(Many2one), date_from(Date), date_to(Date)
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.vn.insurance.config	Cấu hình BHXH/BHYT/BHTN theo năm	hr.vn.regional.wage	Lương tối thiểu vùng	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	year(Integer), company_id(Many2one), name(Char)
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.vn.payroll.config	Cấu hình bảng lương VN	-	-	actions: action_save	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	-
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.vn.payroll.simulate	Tính thử lương VN	-	-	actions: action_compute	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	employee_id(Many2one), wage(Float)
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.vn.personal.deduction	Giảm trừ gia cảnh	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	year(Integer), company_id(Many2one)
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.vn.pit.annual.settlement	Quyết toán thuế TNCN năm (05/QTT-TNCN)	-	-	actions: action_compute, action_export	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	company_id(Many2one), year(Integer)
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.vn.pit.bracket	Biểu thuế TNCN lũy tiến	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	bracket_no(Integer), year(Integer), company_id(Many2one)
Customization	hr_payroll_vietnam	Bảng lương Việt Nam	hr.vn.regional.wage	Lương tối thiểu vùng	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_payroll_vietnam	config_id(Many2one), region(Selection)
Customization	hr_request_vn	Đơn từ & Phê duyệt	hr.request	Đơn từ	hr.request.approval	Phê duyệt đơn từ	state: approved, cancelled, draft, refused, submitted | actions: action_approve, action_cancel, action_draft, action_open_approve_wizard, action_open_refuse_wizard, action_refuse, action_submit	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_request_vn	employee_id(Many2one), request_type_id(Many2one), resignation_date(Date), company_id(Many2one), date_from(Datetime), date_to(Datetime), name(Char), state(Selection)
Customization	hr_request_vn	Đơn từ & Phê duyệt	hr.request.action.wizard	Ghi chú phê duyệt / từ chối đơn từ	-	-	actions: action_confirm	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_request_vn	action_type(Selection), request_id(Many2one)
Customization	hr_request_vn	Đơn từ & Phê duyệt	hr.request.approval	Phê duyệt đơn từ	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_request_vn	approver_id(Many2one), request_id(Many2one)
Customization	hr_request_vn	Đơn từ & Phê duyệt	hr.request.approval.rule	Quy tắc phê duyệt đơn từ	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_request_vn	approver_type(Selection), request_type_id(Many2one)
Customization	hr_request_vn	Đơn từ & Phê duyệt	hr.request.reason	Lý do đơn từ	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_request_vn	name(Char), request_type_id(Many2one)
Customization	hr_request_vn	Đơn từ & Phê duyệt	hr.request.type	Loại đơn từ	hr.request.approval.rule ; hr.request.reason	Quy tắc phê duyệt đơn từ ; Lý do đơn từ	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_request_vn	code(Selection), name(Char), company_id(Many2one)
Customization	hr_social_insurance_vn	Bảo hiểm xã hội Việt Nam	hr.employee	Employee	hr.vn.si.record	Hồ sơ bảo hiểm xã hội	actions: action_open_si_records	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_social_insurance_vn	-
Customization	hr_social_insurance_vn	Bảo hiểm xã hội Việt Nam	hr.vn.si.bhxh.export	Xuất mẫu BHXH cho cổng BHXH	-	-	actions: action_export	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_social_insurance_vn	month(Selection), report_type(Selection), year(Integer), company_id(Many2one)
Customization	hr_social_insurance_vn	Bảo hiểm xã hội Việt Nam	hr.vn.si.c12.import	Import tra cứu C12	-	-	actions: action_import	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_social_insurance_vn	file(Binary), month(Selection), year(Integer)
Customization	hr_social_insurance_vn	Bảo hiểm xã hội Việt Nam	hr.vn.si.c12.lookup	Tra cứu C12 (Biến động BHXH tháng)	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_social_insurance_vn	employee_id(Many2one), month(Selection), year(Integer), company_id(Many2one)
Customization	hr_social_insurance_vn	Bảo hiểm xã hội Việt Nam	hr.vn.si.d02.export	Xuất báo cáo D02-LT	-	-	actions: action_export	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_social_insurance_vn	month(Selection), monthly_list_id(Many2one), year(Integer)
Customization	hr_social_insurance_vn	Bảo hiểm xã hội Việt Nam	hr.vn.si.d02.line	Dòng chi tiết D02-LT	-	-	-	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_social_insurance_vn	change_type(Selection), employee_id(Many2one), report_id(Many2one), company_id(Many2one), effective_date(Date)
Customization	hr_social_insurance_vn	Bảo hiểm xã hội Việt Nam	hr.vn.si.d02.report	Báo cáo D02-LT (Biến động lao động)	hr.vn.si.d02.line	Dòng chi tiết D02-LT	actions: action_confirm, action_draft, action_export_excel, action_generate_lines, action_submit	Năng lực triển khai theo yêu cầu HRM	Model thuộc custom module hr_social_insurance_vn	month(Selection), year(Integer), company_id(Many2one), name(Char), state(Selection)
